,control1_rna,control2_rna,control3_rna,het1_rna,het2_rna,het3_rna,homo1_rna,homo2_rna,homo3_rna
1810009A15Rik,805,809,785,546,427,632,824,927,775
1810009J06Rik,0,0,0,0,0,0,0,0,0
1810009N02Rik,521,512,443,511,492,527,321,431,291
1810010D01Rik,0,0,0,0,0,0,0,0,0
1810010H24Rik,12,8,6,52,41,35,26,35,25
1810011H11Rik,0,0,0,0,0,0,0,0,0
1810012K16Rik,0,0,0,0,0,0,0,0,0
1810013A23Rik,0,0,0,0,0,0,0,0,0
1810013D15Rik,0,0,0,0,0,0,0,0,0
1810013L24Rik,2148,2161,1890,2427,2355,2392,1581,2398,1937
1810014B01Rik,0,0,0,0,0,0,0,0,0
1810018F18Rik,0,0,0,0,0,0,0,0,0
1810019D21Rik,0,0,0,0,0,0,0,0,0
1810019N24Rik,0,0,0,0,0,0,0,0,0
1810020O05Rik,0,0,0,0,0,0,0,0,0
1810021B22Rik,0,0,0,0,0,0,0,0,0
1810021M19Rik,0,0,0,0,0,0,0,0,0
1810022K09Rik,1733,1795,1556,1319,1312,1487,1725,2122,1795
1810024B03Rik,21,20,17,31,30,29,15,19,17
1810026B05Rik,0,0,0,0,0,0,0,0,0
1810030O07Rik,1245,1296,1000,1799,1769,1630,1610,2278,1486
1810032O08Rik,0,0,0,0,0,0,0,0,0
1810034E14Rik,0,0,0,0,0,0,0,0,0
1810035K13Rik,0,0,0,0,0,0,0,0,0
1810037I17Rik,1467,1453,1426,1413,1335,1477,1311,1801,1576
1810041H14Rik,0,0,0,0,0,0,0,0,0
1810041L15Rik,4,5,6,110,116,30,3,5,2
1810043G02Rik,595,610,534,466,459,460,460,615,424
1810044D09Rik,0,0,0,0,0,0,0,0,0
1810046K07Rik,0,0,0,0,0,0,0,0,0
1810049I09Rik,0,0,0,0,0,0,0,0,0
1810053B23Rik,0,0,0,0,0,0,0,0,0
1810055G02Rik,2403,2420,2143,2247,1953,2139,3021,3181,3004
1810058I24Rik,0,0,0,0,0,0,0,0,0
1810062G17Rik,15,13,16,14,9,8,21,26,17
1810062O18Rik,0,0,0,0,0,0,0,0,0
1810063I02Rik,0,0,0,0,0,0,0,0,0
1810064F22Rik,0,0,0,0,0,0,0,0,0
1810065E05Rik,0,0,0,0,0,0,0,1,1
1810073O08Rik,0,0,0,0,0,0,0,0,0
2010001A14Rik,0,0,0,0,0,0,0,0,0
2010003K11Rik,1,0,0,0,0,0,0,0,1
2010005H15Rik,0,0,0,0,0,0,0,0,0
2010009K17Rik,0,0,0,0,0,0,0,0,0
2010010A06Rik,0,0,0,0,0,0,0,0,0
2010016I18Rik,0,0,0,0,0,0,0,0,0
2010106C02Rik,0,0,0,0,0,0,0,0,0
2010106E10Rik,0,0,0,0,1,0,0,0,0
2010107G12Rik,0,3,2,4,5,4,2,1,2
2010109A12Rik,0,0,0,3,0,0,0,0,0
2010109I03Rik,6,2,2,7,2,4,4,4,3
2010110K18Rik,0,0,0,0,0,0,0,0,0
2010111I01Rik,1353,1336,1094,2153,1928,1900,1949,3109,1443
2010203P06Rik,0,0,0,0,0,0,0,0,0
2010204K13Rik,0,0,0,0,0,0,0,0,0
2010300C02Rik,11,5,6,13,10,7,8,6,11
2010308F09Rik,0,0,0,0,0,0,0,0,0
2010310C07Rik,0,0,0,0,0,0,0,0,0
2010315B03Rik,49,79,52,133,119,114,87,121,86
2010320M18Rik,0,0,0,0,0,0,0,0,0
2010320O07Rik,0,0,0,0,0,0,0,0,0
2200002D01Rik,406,479,505,2,1,1,1259,1446,1210
2200002J24Rik,2452,2636,2669,1818,1545,1904,2945,3433,3315
2210008F06Rik,0,0,0,0,0,0,0,0,0
2210010C04Rik,0,0,0,0,1,0,0,1,0
2210011C24Rik,21,26,20,21,16,24,6,3,5
2210011K15Rik,0,0,0,0,0,0,0,0,0
2210016F16Rik,57,46,41,44,40,41,1086,1200,993
2210016L21Rik,556,549,512,720,693,717,616,889,723
2210039B01Rik,0,0,0,0,0,0,0,0,0
2210404E10Rik,0,0,0,0,0,0,0,0,0
2210406O10Rik,0,0,0,0,0,0,0,0,0
2210407C18Rik,0,0,0,0,0,0,0,0,0
2210408F21Rik,0,0,0,0,0,0,0,0,0
2210408I21Rik,208,205,201,233,230,225,205,363,244
2210409D07Rik,0,0,0,0,0,0,0,0,0
2210409E12Rik,0,0,0,0,0,0,0,0,0
2210414B05Rik,0,0,0,0,0,0,0,0,0
2210416O15Rik,0,0,0,0,0,0,0,0,0
2210417A02Rik,0,0,0,0,0,0,0,0,0
2210418O10Rik,40,56,33,87,91,78,143,201,138
2210420H20Rik,0,0,0,0,0,0,0,0,0
2300002M23Rik,0,0,0,0,0,0,0,2,1
2300003K06Rik,0,0,0,0,0,0,0,0,0
2300009A05Rik,197,220,211,232,212,244,125,193,162
2310001H17Rik,0,0,0,0,0,0,0,0,0
2310001K24Rik,0,0,0,0,0,0,0,0,0
2310002D06Rik,0,0,0,0,0,0,0,0,0
2310002F09Rik,0,0,0,0,0,0,0,0,0
2310002L09Rik,0,0,0,0,0,0,0,0,0
2310003N18Rik,0,0,0,0,0,0,0,0,0
2310005A03Rik,0,0,0,0,0,0,0,0,0
2310005E17Rik,0,0,0,0,0,0,0,0,0
2310007B03Rik,1,2,1,5,1,3,10,4,22
2310008N11Rik,0,0,0,0,0,0,0,0,0
2310009A05Rik,56,78,79,213,145,165,94,136,109
2310009B15Rik,182,191,199,306,249,251,190,211,168
2310010J17Rik,0,0,0,0,0,0,0,0,0
2310011J03Rik,1923,1870,1564,1372,1124,1384,1841,2043,1655
2310014F06Rik,0,0,0,0,0,0,0,0,0
2310015A10Rik,0,0,0,0,0,0,0,0,0
2310015A16Rik,0,0,0,0,0,0,0,0,0
2310015D24Rik,0,0,0,0,0,0,0,0,0
2310015K22Rik,0,0,0,0,0,0,0,0,0
2310016D03Rik,0,0,0,0,0,0,0,0,0
2310016D23Rik,0,0,0,0,0,0,0,0,0
2310016G11Rik,0,0,0,0,0,0,0,0,0
2310020H05Rik,0,0,0,0,0,0,0,0,0
2310022A10Rik,719,706,714,666,622,668,605,679,724
2310022B05Rik,4333,4482,3918,7228,6177,6048,3833,5579,3637
2310026I22Rik,0,0,0,0,0,0,0,0,0
2310030A07Rik,0,0,0,0,0,0,0,0,0
2310030G06Rik,45,63,46,23,19,14,103,100,73
2310033P09Rik,412,419,437,325,307,345,308,322,258
2310034C09Rik,0,0,0,0,0,0,0,0,0
2310034G01Rik,0,0,0,0,0,0,0,0,0
2310034O05Rik,0,0,0,0,0,0,0,0,0
2310034P14Rik,21,21,12,41,34,42,6,16,11
2310035C23Rik,803,894,727,903,873,799,683,990,653
2310036O22Rik,0,0,0,0,0,0,0,0,0
2310039H08Rik,316,368,336,294,245,291,206,279,234
2310039L15Rik,0,0,0,0,0,0,0,0,0
2310040G24Rik,0,0,0,0,0,0,0,0,0
2310043L19Rik,0,0,0,0,0,0,0,0,0
2310043M15Rik,0,0,0,0,0,0,0,0,0
2310043O21Rik,0,0,0,0,0,0,0,0,0
2310047D07Rik,0,0,0,0,0,0,0,0,0
2310050C09Rik,0,0,0,0,0,0,0,0,1
2310057J18Rik,0,0,0,0,0,0,0,0,0
2310057M21Rik,504,523,523,694,697,652,704,1038,900
2310057N15Rik,0,0,0,2,0,0,0,0,0
2310061I04Rik,821,851,783,598,549,692,497,557,569
2310061N02Rik,0,0,0,0,0,0,0,0,0
2310065F04Rik,0,0,0,0,0,0,0,0,0
2310067E19Rik,0,0,0,0,0,0,0,0,0
2310068J16Rik,0,0,0,0,0,0,0,0,0
2310069B03Rik,0,0,0,0,0,0,0,0,0
2310069G16Rik,0,0,0,0,0,0,0,0,0
2310075C17Rik,0,0,0,0,0,0,0,0,0
2310075K07Rik,0,0,0,0,0,0,0,0,0
2310079G19Rik,0,0,0,0,0,0,0,0,0
2310081J21Rik,0,0,0,0,0,0,0,0,0
2400006E01Rik,0,0,0,0,0,0,0,0,0
2410002F23Rik,4173,4273,3280,3005,2532,2794,3299,3758,3175
2410003L11Rik,0,0,0,0,0,0,0,0,0
2410004B18Rik,907,985,866,853,751,923,1073,1262,1137
2410004I01Rik,0,0,0,0,0,0,0,0,0
2410004P03Rik,1,1,3,3,2,0,2,4,1
2410006H16Rik,0,0,0,0,0,0,0,0,0
2410012E07Rik,0,0,0,0,0,0,0,0,0
2410015M20Rik,956,1019,996,1282,1114,1271,1041,1244,1004
2410017I17Rik,0,0,0,0,0,0,0,0,0
2410018L13Rik,0,0,0,0,0,0,0,0,0
2410021H03Rik,0,0,0,0,0,0,0,0,0
2410022M11Rik,0,0,0,0,0,0,0,0,0
2410080I02Rik,0,0,0,0,0,0,0,0,0
2410089E03Rik,1431,1455,1289,1041,1013,856,1824,2394,1729
2410124H12Rik,0,0,0,0,0,0,0,0,0
2410131K14Rik,582,635,542,790,629,664,648,738,677
2410137M14Rik,0,0,0,0,0,0,0,0,0
2410141K09Rik,0,2,1,1,1,1,1,2,1
2500002B13Rik,0,0,0,0,0,0,0,0,0
2500004C02Rik,0,0,0,0,0,0,0,0,0
2510002D24Rik,85,110,80,147,120,151,174,261,156
2510003B16Rik,0,0,0,0,0,0,0,0,0
2510009E07Rik,135,148,120,899,917,731,204,325,311
2510039O18Rik,2693,2639,2520,3090,2601,2801,2705,3295,2569
2610001J05Rik,1096,1126,1077,1501,1328,1496,994,1199,1023
2610002M06Rik,443,477,412,539,564,491,581,724,616
2610005L07Rik,0,0,0,0,0,0,0,0,0
2610008E11Rik,307,331,226,317,337,353,275,315,285
2610016A17Rik,0,0,0,0,0,0,0,0,0
2610020C07Rik,0,0,0,0,0,0,0,0,0
2610020H08Rik,125,113,89,168,154,133,170,183,114
2610021A01Rik,0,0,0,0,0,0,0,0,0
2610024D14Rik,0,0,0,0,0,0,0,0,0
2610027F03Rik,0,0,0,0,0,0,0,0,0
2610027K06Rik,0,0,0,0,0,0,0,0,0
2610028E06Rik,0,0,0,0,0,0,0,0,0
2610028H24Rik,18,19,18,20,16,17,17,21,10
2610035D17Rik,0,0,0,0,0,0,0,0,0
2610035F20Rik,0,0,0,0,0,0,0,0,0
2610036A22Rik,14,14,15,11,7,11,13,25,15
2610037D02Rik,0,0,0,0,0,0,0,0,0
2610042L04Rik,120,105,63,168,156,117,52,92,38
2610044O15Rik8,229,227,200,128,140,124,182,287,151
2610203C22Rik,0,0,0,0,0,0,0,0,0
2610206C17Rik,0,0,0,0,0,0,0,0,0
2610300M13Rik,0,0,0,0,0,0,0,0,0
2610301B20Rik,716,705,660,938,1043,912,602,719,554
2610305D13Rik,1,1,0,0,0,0,0,0,0
2610306M01Rik,0,0,0,0,0,0,0,0,0
2610307P16Rik,0,0,0,0,0,0,0,0,0
2610316D01Rik,0,0,0,0,0,0,0,0,0
2610318M16Rik,0,0,0,0,0,0,0,0,0
2610318N02Rik,80,72,70,27,30,30,136,177,81
2610507B11Rik,11544,11630,11071,11870,10826,11534,8737,11210,8763
2610507I01Rik,0,0,0,0,0,0,0,0,0
2610524H06Rik,321,298,266,517,448,508,202,292,211
2610528A11Rik,3,1,2,0,1,3,2,3,1
2610528J11Rik,0,0,0,0,0,0,0,0,0
2700012I20Rik,0,0,0,0,0,0,0,0,0
2700038G22Rik,0,0,0,0,0,0,0,0,0
2700046A07Rik,0,0,0,0,0,0,0,0,0
2700046G09Rik,0,0,0,0,0,0,0,0,0
2700049A03Rik,522,587,530,615,636,666,367,720,438
2700054A10Rik,0,0,0,0,0,0,0,0,0
2700062C07Rik,144,154,161,352,305,350,393,454,362
2700069I18Rik,0,0,0,0,0,0,0,0,0
2700070H01Rik,0,0,0,0,0,0,0,0,0
2700081O15Rik,1504,1529,1106,2156,1908,1844,1784,2000,1465
2700089I24Rik,0,0,0,0,0,0,0,0,0
2700097O09Rik,90,111,93,85,86,101,86,106,101
2700099C18Rik,0,0,0,0,0,0,0,0,0
2810001G20Rik,0,0,0,0,0,0,0,0,0
2810002D19Rik,0,0,0,0,0,0,0,0,0
2810004N23Rik,1132,1125,1094,1113,1101,1219,1297,1556,1355
2810006K23Rik,251,285,251,337,301,336,276,328,288
2810013P06Rik,0,0,0,0,0,0,0,0,0
2810021J22Rik,70,69,62,427,399,340,65,85,83
2810025M15Rik,0,0,0,0,0,0,0,0,0
2810029C07Rik,0,0,0,0,0,0,0,0,0
2810030D12Rik,0,0,0,0,0,0,0,0,0
2810032G03Rik,0,0,0,0,0,0,0,0,0
2810039B14Rik,0,0,0,0,0,0,0,0,0
2810047C21Rik1,0,0,0,0,0,0,0,0,0
2810049E08Rik,0,0,0,0,0,0,0,0,0
2810403A07Rik,1682,1639,1287,1386,1251,1162,1375,1609,1116
2810403D21Rik,0,0,0,0,0,0,0,0,0
2810404M03Rik,0,0,0,0,0,0,0,0,0
2810405F15Rik,0,0,0,0,0,0,0,0,0
2810407A14Rik,0,0,0,0,0,0,0,0,0
2810408A11Rik,78,77,64,187,144,133,52,52,36
2810408B13Rik,0,0,0,0,0,0,0,0,0
2810408I11Rik,0,0,0,0,0,0,0,0,0
2810410L24Rik,0,0,0,0,0,0,0,0,0
2810414N06Rik,0,0,0,0,0,0,0,0,0
2810429I04Rik,0,0,0,0,0,0,0,0,0
2810433D01Rik,0,0,0,0,0,0,0,0,0
2810442N19Rik,0,0,0,0,0,0,0,0,0
2810454H06Rik,0,0,0,0,0,0,0,0,0
2810459M11Rik,0,4,2,0,0,1,0,0,0
2810468N07Rik,0,0,0,0,0,0,0,0,0
2810471M01Rik,0,0,0,0,0,0,0,0,0
2810474O19Rik,696,782,643,546,586,520,946,1358,902
2900005J15Rik,0,0,0,0,0,0,0,0,0
2900009J06Rik,0,0,0,0,0,0,0,0,0
2900011O08Rik,3,6,2,22,22,13,2,6,4
2900026A02Rik,2912,2937,2620,3594,3083,3262,4754,5554,6037
2900040C04Rik,0,0,0,0,0,0,0,0,0
2900041M22Rik,0,0,0,0,0,0,0,0,0
2900052L18Rik,0,0,0,0,0,0,0,0,0
2900052N01Rik,0,0,0,0,0,0,0,0,0
2900055J20Rik,0,0,0,0,0,0,0,0,0
2900057B20Rik,0,0,0,0,0,0,0,0,0
2900060B14Rik,0,0,0,0,0,0,0,0,0
2900060L22Rik,0,0,0,0,0,0,0,0,0
2900076A07Rik,0,0,0,0,0,0,0,0,0
2900079G21Rik,0,0,0,0,0,0,0,0,0
2900089D17Rik,0,0,0,0,0,0,0,0,0
2900092C05Rik,0,1,0,1,2,2,1,2,1
2900092D14Rik,0,0,0,0,0,0,0,0,0
2900093K20Rik,0,0,0,0,0,0,0,0,0
2900097C17Rik,0,0,0,0,0,0,0,0,0
3000002C10Rik,0,0,0,0,0,0,0,0,0
3010001F23Rik,0,0,0,0,0,0,0,0,0
3010003L21Rik,0,0,0,0,0,0,0,0,0
3010026O09Rik,27,26,17,31,25,37,35,54,40
3100003L05Rik,0,0,0,0,0,0,0,0,0
3110002H16Rik,368,356,298,450,412,394,267,330,261
3110004A20Rik,0,0,0,0,0,0,0,0,0
3110009E18Rik,67,66,80,81,80,81,67,97,62
3110009F21Rik,0,0,0,0,0,0,0,0,0
3110009M11Rik,0,0,0,0,0,0,0,0,0
3110015C05Rik,0,0,0,0,0,0,0,0,0
3110021A11Rik,0,0,0,0,0,0,0,0,0
3110039I08Rik,0,0,0,0,0,0,0,0,0
3110039M20Rik,0,0,0,0,0,0,0,0,0
3110040M04Rik,1,1,0,5,1,1,3,3,5
3110040N11Rik,260,266,231,375,329,347,377,414,327
3110043O21Rik,234,241,201,414,387,359,329,509,353
3110045C21Rik,0,0,0,0,0,0,0,0,0
3110052M02Rik,79,86,50,51,48,43,118,174,80
3110053B16Rik,0,0,0,0,0,0,0,0,0
3110056K07Rik,0,0,0,0,0,0,0,0,0
3110067G11Rik,19,21,12,21,15,19,16,10,7
3110070M22Rik,0,0,0,0,0,0,0,0,0
3110082I17Rik,1303,1379,1281,865,725,1017,1560,1657,1542
3110082J24Rik,0,1,0,0,2,1,0,1,1
3110083C13Rik,0,0,0,0,0,0,0,0,0
3110099E03Rik,0,0,0,0,0,0,0,0,0
3200001D21Rik,0,0,0,0,0,0,0,0,0
3300002A11Rik,0,0,0,0,0,0,0,0,0
3300002I08Rik,18,20,11,40,23,21,22,25,20
3300002P13Rik,0,0,0,0,0,0,0,0,0
3300005D01Rik,0,0,0,0,0,0,0,0,0
3425401B19Rik,4,1,0,5,1,6,3,3,3
3632451O06Rik,1,0,1,1,1,0,0,0,0
3632454L22Rik,0,0,0,0,0,0,0,0,0
3830403N18Rik,0,0,0,0,0,0,376,556,362
3830406C13Rik,257,290,236,302,335,316,475,647,439
3830408C21Rik,0,0,0,0,0,0,0,0,0
3830417A13Rik,0,0,0,2,4,0,0,0,0
3830432H09Rik,0,0,0,0,0,0,0,0,0
3930402G23Rik,0,0,0,0,0,0,0,0,0
4430402I18Rik,5,3,3,15,16,12,9,10,16
4631405J19Rik,0,0,0,0,0,0,0,0,0
4631405K08Rik,0,0,0,0,0,0,0,0,0
4632404H12Rik,0,0,0,0,0,0,0,0,0
4632415L05Rik,0,0,0,0,0,0,0,0,0
4632427E13Rik,0,0,0,0,0,0,0,0,0
4632428C04Rik,0,0,0,0,0,0,0,0,0
4732414G09Rik,0,0,0,0,0,0,0,0,0
4732416N19Rik,0,0,0,0,0,0,0,0,0
4732419C18Rik,0,0,0,0,0,0,0,0,0
4732440D04Rik,0,0,0,0,0,0,0,0,0
4732465J04Rik,0,0,0,0,0,0,0,0,0
4732471J01Rik,0,0,0,0,0,0,0,0,0
4732490B19Rik,0,0,0,0,0,0,0,0,0
4732491K20Rik,0,0,0,0,0,0,0,0,0
4831407H17Rik,0,0,0,0,0,0,0,0,0
4831440D22Rik,0,0,0,0,0,0,0,0,0
4831440E17Rik,0,0,0,0,0,0,0,0,0
4833411C07Rik,0,0,0,0,0,0,0,0,0
4833412C05Rik,0,0,0,0,0,0,0,0,0
4833415N18Rik,0,0,0,0,0,0,0,0,0
4833417C18Rik,0,0,0,0,0,0,0,0,0
4833418N02Rik,0,0,0,0,0,0,0,0,0
4833419F23Rik,0,0,0,0,0,0,0,0,0
4833420G17Rik,805,791,612,796,685,657,850,1280,750
4833422C13Rik,0,0,0,0,0,0,0,0,0
4833422M21Rik,0,0,0,0,0,0,0,0,0
4833423E24Rik,0,0,0,0,0,0,0,0,0
4833427F10Rik,0,0,0,0,0,0,0,0,0
4833427G06Rik,8,5,4,16,21,11,10,17,13
4833428L15Rik,0,0,0,0,0,0,0,0,0
4833438C02Rik,0,0,0,0,0,0,0,0,0
4833439L19Rik,1619,1678,1667,1852,1671,1773,1666,2096,1643
4833447I15Rik,0,0,0,0,0,0,0,0,0
4921501E09Rik,0,0,0,0,1,0,1,3,1
4921504A21Rik,0,0,0,0,0,0,0,0,0
4921504E06Rik,0,0,0,0,0,0,0,0,0
4921507G05Rik,0,0,0,0,0,0,0,0,0
4921507P07Rik,2,3,5,1,5,1,4,5,10
4921508D12Rik,0,0,0,0,0,0,0,0,0
4921509C19Rik,14,4,18,13,6,18,20,12,18
4921509O07Rik,0,0,0,0,0,0,0,0,0
4921511C10Rik,0,0,0,0,0,0,0,0,0
4921511C20Rik,0,0,0,0,0,0,0,0,0
4921511H03Rik,0,0,0,0,0,0,0,0,0
4921511I17Rik,0,0,0,0,0,0,0,0,0
4921511M17Rik,0,0,0,0,0,0,0,0,0
4921513H07Rik,0,0,0,0,0,0,0,0,0
4921513I03Rik,0,0,0,0,0,0,0,0,0
4921515E04Rik,0,0,0,0,0,0,0,0,0
4921517D16Rik,0,0,0,0,0,0,0,0,0
4921517D22Rik,8,8,6,8,7,10,6,4,4
4921518K17Rik,0,0,0,0,0,0,0,0,0
4921524J17Rik,774,774,672,760,800,879,792,1278,959
4921524L21Rik,0,1,0,1,1,0,1,3,0
4921525O09Rik,0,0,0,0,0,0,0,0,0
4921528I07Rik,0,0,0,0,0,0,0,1,1
4921529L05Rik,0,0,0,0,0,0,0,0,0
4921530L21Rik,0,0,0,0,0,0,0,0,0
4921531C22Rik,0,0,0,0,0,0,0,0,0
4921531P14Rik,0,0,0,0,0,0,0,0,0
4921533I20Rik,0,0,0,0,0,0,0,0,0
4921534H16Rik,0,0,0,0,0,0,0,0,0
4921536K21Rik,66,74,63,83,80,89,20,29,27
4921539E11Rik,0,0,0,0,0,0,0,0,0
4922502B01Rik,0,0,0,0,0,0,0,0,0
4922502D21Rik,0,0,0,0,0,0,0,0,0
4922502H24Rik,0,0,0,0,0,0,0,0,0
4922502N22Rik,0,0,0,0,0,0,0,0,0
4930401C15Rik,0,0,0,0,0,0,0,0,0
4930401G09Rik,0,0,0,0,0,0,0,0,0
4930401O10Rik,0,0,0,0,0,0,0,0,0
4930401O12Rik,0,0,0,0,0,0,0,0,0
4930402D18Rik,0,0,0,0,0,0,0,0,0
4930402F06Rik,0,0,0,0,0,0,0,0,1
4930402F11Rik,0,0,0,0,0,0,0,0,0
4930402H24Rik,957,966,787,1724,1609,1472,1016,1299,974
4930402K13Rik,0,0,0,0,0,0,0,0,0
4930403D09Rik,0,0,0,0,0,0,0,0,0
4930404A05Rik,0,0,0,0,0,0,0,0,0
4930404H11Rik,0,0,0,0,0,0,0,0,0
4930404H24Rik,0,0,0,0,0,0,0,0,0
4930404I05Rik,0,0,0,0,0,0,0,0,0
4930404I20Rik,0,0,0,0,0,0,0,0,0
4930404K13Rik,0,0,0,0,0,0,0,0,0
4930404N11Rik,2,5,2,5,6,2,2,6,0
4930405A10Rik,0,0,0,0,0,0,0,0,0
4930405A21Rik,0,0,0,0,0,0,0,0,0
4930405D01Rik,0,0,0,0,0,0,0,0,0
4930405D11Rik,0,0,0,0,0,0,0,0,0
4930405J17Rik,0,0,0,0,0,0,0,0,0
4930405L22Rik,0,0,0,0,0,0,0,0,0
4930405O22Rik,0,0,0,0,0,0,0,0,0
4930406D18Rik,0,0,0,0,0,0,0,0,0
4930407G08Rik,0,0,0,0,0,0,0,0,0
4930407I02Rik,0,0,0,0,0,0,0,0,0
4930407I10Rik,0,0,0,0,2,0,0,0,0
4930407I19Rik,0,0,0,0,0,0,0,0,0
4930412B13Rik,0,0,0,0,0,0,0,0,0
4930412C18Rik,0,0,0,0,0,0,0,0,0
4930412E21Rik,0,0,0,0,0,0,0,0,0
4930412F12Rik,0,0,0,0,0,0,0,0,0
4930412L05Rik,0,0,0,0,0,0,0,0,0
4930412O13Rik,0,0,0,0,0,0,0,0,0
4930413E15Rik,0,0,0,0,0,0,0,0,0
4930413F20Rik,0,0,0,0,0,0,0,0,0
4930413G21Rik,0,0,0,0,0,0,0,0,0
4930413M19Rik,0,0,0,0,0,0,0,0,0
4930414F18Rik,0,0,0,0,0,0,0,0,0
4930414N06Rik,0,0,0,0,0,0,0,0,0
4930415F15Rik,29,22,25,18,16,17,16,24,16
4930415L06Rik,0,0,0,0,0,0,0,0,0
4930415O20Rik,0,1,1,0,0,0,0,5,3
4930417H01Rik,0,0,0,0,0,0,0,0,0
4930417O13Rik,0,0,0,0,0,0,0,0,0
4930417O22Rik,0,0,0,0,0,0,0,0,0
4930419G24Rik,0,0,0,0,0,0,0,0,0
4930421P07Rik,0,0,0,0,0,0,0,0,0
4930422M22Rik,0,0,0,0,0,0,0,0,0
4930423D24Rik,0,0,0,0,0,0,0,0,0
4930423M02Rik,0,0,0,0,0,0,0,0,0
4930425K10Rik,0,0,0,0,0,0,0,0,0
4930425L21Rik,0,0,0,0,0,0,0,0,0
4930425O10Rik,0,0,0,0,0,0,0,0,0
4930426D05Rik,0,0,0,0,0,0,0,0,0
4930426I24Rik,0,0,0,0,0,0,0,0,0
4930426L09Rik,0,0,0,0,0,0,0,0,0
4930428D20Rik,0,0,0,0,0,0,0,0,0
4930428E07Rik,0,0,0,0,0,0,0,0,0
4930428G15Rik,0,0,0,0,0,0,0,0,0
4930428N03Rik,0,0,0,0,0,0,0,0,0
4930428O21Rik,0,0,0,0,0,0,0,0,0
4930429B21Rik,0,0,0,0,0,0,0,0,0
4930429D17Rik,0,0,0,0,0,0,0,0,0
4930429F11Rik,0,0,0,0,0,0,0,0,0
4930429F24Rik,0,0,0,0,0,0,0,0,0
4930429H19Rik,0,0,0,0,0,0,0,0,0
4930429P21Rik,0,0,0,0,0,0,0,0,0
4930430A15Rik,0,0,0,0,0,0,1,0,0
4930430E12Rik,0,0,0,0,0,0,0,0,0
4930430F08Rik,489,510,417,413,433,426,461,653,472
4930430F21Rik,0,0,0,0,0,0,0,0,0
4930430J02Rik,0,0,0,0,0,0,0,0,0
4930431F10Rik,0,0,0,0,0,0,0,0,0
4930431F12Rik,0,0,0,0,0,0,0,0,0
4930431P03Rik,0,0,0,0,0,0,0,0,0
4930431P22Rik,0,0,0,0,0,0,0,0,0
4930432E11Rik,0,0,0,0,0,0,0,0,0
4930432J09Rik,0,0,0,0,0,0,0,0,0
4930432K21Rik,13,18,22,27,27,29,35,58,93
4930432L08Rik,0,0,0,0,0,0,0,0,0
4930432M17Rik,0,0,0,1,0,1,0,0,1
4930432O09Rik,0,0,0,0,0,0,0,0,0
4930433B08Rik,0,0,0,0,0,0,0,0,0
4930433I11Rik,0,0,0,0,0,0,0,0,0
4930433N12Rik,0,0,0,0,0,0,0,0,0
4930434B07Rik,0,0,0,0,0,0,0,0,0
4930434J06Rik,0,0,0,0,0,0,0,0,0
4930435E12Rik,0,0,0,0,0,0,0,0,0
4930435F18Rik,0,0,0,0,0,0,0,0,0
4930437M23Rik,0,0,0,0,0,0,0,0,0
4930438A08Rik,0,0,0,1,0,0,3,3,2
4930438E09Rik,0,0,0,0,0,0,0,0,0
4930439A04Rik,0,0,0,0,0,0,0,0,0
4930439D14Rik,0,0,2,2,0,0,0,0,0
4930440C22Rik,0,0,0,0,0,0,0,0,0
4930440I19Rik,0,0,0,0,0,0,0,0,0
4930441H08Rik,0,0,0,0,0,0,0,0,0
4930441J16Rik,0,0,0,0,0,0,0,0,0
4930442E04Rik,0,0,0,0,0,0,0,0,0
4930442J19Rik,0,0,0,0,0,0,0,0,0
4930442L01Rik,0,0,0,0,0,0,0,0,0
4930443O20Rik,0,0,0,0,0,0,0,0,0
4930444A19Rik,0,0,0,0,0,0,0,0,0
4930444F02Rik,0,0,0,0,0,0,0,0,0
4930444G20Rik,4,5,6,3,5,2,2,3,0
4930444M15Rik,0,0,0,0,0,0,0,0,0
4930444P10Rik,2,2,2,3,1,3,1,2,4
4930445E18Rik,0,0,0,0,0,0,0,0,0
4930445N18Rik,0,0,0,0,0,0,0,0,0
4930447A16Rik,0,0,0,0,0,0,0,0,0
4930447C04Rik,2,3,3,4,6,2,4,5,1
4930447F24Rik,0,0,0,0,0,0,0,0,0
4930447J18Rik,0,0,0,0,0,0,0,0,0
4930447K03Rik,0,0,0,0,0,0,0,0,0
4930447M23Rik,0,0,0,0,0,0,0,0,0
4930447N08Rik,0,0,0,0,0,0,0,0,0
4930448C13Rik,0,0,0,0,0,0,0,0,0
4930448F12Rik,0,0,0,0,0,0,0,0,0
4930448H16Rik,0,0,0,0,0,0,0,0,0
4930448I06Rik,0,0,0,0,0,0,0,0,0
4930448I18Rik,0,0,0,0,0,0,0,0,0
4930448K20Rik,0,0,0,0,0,0,0,0,0
4930449C09Rik,0,0,0,0,0,0,0,0,0
4930449E01Rik,0,0,0,0,0,0,0,0,0
4930449E18Rik,0,0,0,0,0,0,0,0,0
4930449I24Rik,0,0,0,0,0,0,0,0,0
4930451E10Rik,0,0,0,0,0,0,0,0,0
4930451G09Rik,2,3,3,9,2,5,5,10,7
4930451I11Rik,0,0,0,0,0,0,0,0,0
4930452A19Rik,0,0,0,0,0,0,0,0,0
4930452B06Rik,0,0,0,105,83,120,119,183,137
4930452G13Rik,0,0,0,0,0,0,0,0,0
